작품명,캐릭터 한글명,캐릭터 영문 프롬프트
원신,고로,gorou_(genshin_impact)
원신,나가노하라 요이미야,yoimiya_(genshin_impact)
원신,나비아,navia_(genshin_impact)
원신,나히다,nahida_(genshin_impact)
원신,노엘,noelle_(genshin_impact)
원신,느비예트,neuvillette_(genshin_impact)
원신,니무,nilou_(genshin_impact)
원신,다이루크,diluc_(genshin_impact)
원신,다인슬레이프,dainsleif_(genshin_impact)
원신,달인,dahlia_(genshin_impact)
원신,데히야,dehya_(genshin_impact)
원신,도리,dori_(genshin_impact)
원신,디오나,diona_(genshin_impact)
원신,라 시뇨라,la_signora_(genshin_impact)
원신,라이덴 쇼군,raiden_shogun
원신,람야,lan_yan_(genshin_impact)
원신,레이저,razor_(genshin_impact)
원신,레일라,layla_(genshin_impact)
원신,로사,rosa_(genshin_impact)
원신,로자리아,rosaria_(genshin_impact)
원신,루미네,lumine_(genshin_impact)
원신,리네트,lynette_(genshin_impact)
원신,리니,lyney_(genshin_impact)
원신,리사,lisa_(genshin_impact)
원신,리오슬리,wriothesley_(genshin_impact)
원신,마비카,mavuika_(genshin_impact)
원신,모나,mona_(genshin_impact)
원신,무알라니,mualani_(genshin_impact)
원신,미카,mika_(genshin_impact)
원신,바레사,varesa_(genshin_impact)
원신,바바라,barbara_(genshin_impact)
원신,방랑자,wanderer_(genshin_impact)
원신,백출,baizhu_(genshin_impact)
원신,벤넷,bennett_(genshin_impact)
원신,벤티,venti_(genshin_impact)
원신,북두,beidou_(genshin_impact)
원신,사유,sayu_(genshin_impact)
원신,사이노,cyno_(genshin_impact)
원신,산고노미야 코코미,sangonomiya_kokomi
원신,샤를로트,charlotte_(genshin_impact)
원신,샤스카,chasca_(genshin_impact)
원신,세토스,sethos_(genshin_impact)
원신,소,xiao_(genshin_impact)
원신,수크로스,sucrose_(genshin_impact)
원신,슈브뢰즈,chevreuse_(genshin_impact)
원신,스커크,skirk_(genshin_impact)
원신,시그윈,sigewinne_(genshin_impact)
원신,시카노인 헤이조,shikanoin_heizou
원신,시틀랄리,citlali_(genshin_impact)
원신,신염,xinyan_(genshin_impact)
원신,신학,shenhe_(genshin_impact)
원신,실로넨,xilonen_(genshin_impact)
원신,아라타키 이토,arataki_itto
원신,아로이,aloy_(genshin_impact)
원신,아를레키노,arlecchino_(genshin_impact)
원신,아이테르,aether_(genshin_impact)
원신,알베도,albedo_(genshin_impact)
원신,알하이탐,alhaitham_(genshin_impact)
원신,앰버,amber_(genshin_impact)
원신,야란,yelan_(genshin_impact)
원신,야에 미코,yae_miko
원신,야오야오,yaoyao_(genshin_impact)
원신,에밀리,emilie_(genshin_impact)
원신,에스코피에,escoffier_(genshin_impact)
원신,에울라,eula_(genshin_impact)
원신,연비,yanfei_(genshin_impact)
원신,올로룬,ororon_(genshin_impact)
원신,운근,yun_jin_(genshin_impact)
원신,유메미즈키 미즈키,yumemizuki_mizuki
원신,응광,ningguang_(genshin_impact)
원신,이아샨,iansan_(genshin_impact)
원신,이파,ifa_(genshin_impact)
원신,일 도토레,il_dottore_(genshin_impact)
원신,일 카피타노,il_capitano_(genshin_impact)
원신,종려,zhongli_(genshin_impact)
원신,중운,chongyun_(genshin_impact)
원신,진,jean_(genshin_impact)
원신,치오리,chiori_(genshin_impact)
원신,치치,qiqi_(genshin_impact)
원신,카미사토 아야카,kamisato_ayaka
원신,카미사토 아야토,kamisato_ayato
원신,카베,kaveh_(genshin_impact)
원신,카에데하라 카즈하,kaedehara_kazuha
원신,카치나,kachina_(genshin_impact)
원신,칸디스,candace_(genshin_impact)
원신,케이아,kaeya_(genshin_impact)
원신,콜레이,collei_(genshin_impact)
원신,쿠죠 사라,kujou_sara
원신,쿠키 시노부,kuki_shinobu
원신,클레,klee_(genshin_impact)
원신,클로린드,clorinde_(genshin_impact)
원신,키니치,kinich_(genshin_impact)
원신,키라라,kirara_(genshin_impact)
원신,타르탈리아,tartaglia_(genshin_impact)
원신,토마,thoma_(genshin_impact)
원신,티나리,tighnari_(genshin_impact)
원신,파루잔,faruzan_(genshin_impact)
원신,페이몬,paimon_(genshin_impact)
원신,푸리나,furina_(genshin_impact)
원신,프레미네,freminet_(genshin_impact)
원신,피슬,fischl_(genshin_impact)
원신,한운,xianyun_(genshin_impact)
원신,행추,xingqiu_(genshin_impact)
원신,향릉,xiangling_(genshin_impact)
원신,호두,hu_tao_(genshin_impact)
원펀맨,괴인공주 도S,Monster_Princess_Do-S
원펀맨,드라이브 나이트,drive_knight
원펀맨,메탈 나이트,metal_knight
원펀맨,모스키토 걸,Mosquito_Girl
원펀맨,바,bang_(one_punch_man)
원펀맨,사이코스,Psykos
원펀맨,사이타마,saitama_(one_punch_man)
원펀맨,스피드 오 사운드 소닉,speed-o'-sound_sonic
원펀맨,실버판타스마,silverfang
원펀맨,아토믹 사무라이,atomic_samurai
원펀맨,어메이 컨,amai_mask
원펀맨,제노스,genos
원펀맨,캡틴 미즈키,Captain_Mizuki
원펀맨,킹,king_(one_punch_man)
원펀맨,타츠마키,Tatsumaki
원펀맨,탱크탑 마스터,tank_top_master
원펀맨,페란,puri-puri_prisoner
원펀맨,페오리,do-s_(one_punch_man)
원펀맨,플래쉬,flashy_flash
원펀맨,픽 화이트,pri-pri-prisoner
원펀맨,후부키,Fubuki
원피스,나미,Nami(One_Piece)
원피스,니코 로빈,Nico_Robin
원피스,니코 올리바,Nico_Olvia
원피스,레베카,Rebecca(One_Piece)
원피스,마가렛,Marguerite(One_Piece)
원피스,모즈와 키위,Mozu_and_Kiwi
원피스,미호크,dracule_mihawk
원피스,바이올렛,viola_(one_piece)
원피스,바카라,Baccarat
원피스,베이비,5_Baby_5
원피스,벨로 베티,Belo_Betty
원피스,벨메일,Bell-mère
원피스,보아 마리골드,boa_marigold
원피스,보아 산다소냐,boa_sandersonia
원피스,보아 행콕,Boa_hancock
원피스,블랙 마리아,Black_Maria
원피스,비올라,Viola(One_Piece)
원피스,샤카,vegapunk_shaka
원피스,샬롯 갈렛,Charlotte_Galette
원피스,샬롯 빅맘,charlotte_linlin
원피스,샬롯 셰베,charlotte_chiffon
원피스,샬롯 스무디,Charlotte_Smoothie
원피스,샬롯 카타쿠리,charlotte_katakuri
원피스,샬롯 크라카,charlotte_cracker
원피스,샬롯 페로스페로,charlotte_perospero
원피스,샬롯 푸딩,Charlotte_Pudding
원피스,샹크스,shanks
원피스,스모커,smoker_(one_piece)
원피스,아인,Ain(One_Piece)
원피스,아토라스,vegapunk_atlas
원피스,알비다,Alvida
원피스,야마토,yamato_(one_piece)
원피스,야크,vegapunk_york
원피스,오뎀,kozuki_oden
원피스,우타,Uta(One_Piece)
원피스,이도 가발리,edward_newgate
원피스,이매진,imu_(one_piece)
원피스,이조,izou_(one_piece)
원피스,쥬얼리 보니,Jewelry_Bonney
원피스,진라미,Ginrummy
원피스,카리나,Carina
원피스,카리푸,carrot_(one_piece)
원피스,칼리파,Kalifa
원피스,코비,koby_(one_piece)
원피스,코우즈키 모모노스케,kozuki_momonosuke
원피스,코우즈키 히요리,kozuki_hiyori
원피스,코즈키,히요리_Kozuki_Hiyori
원피스,코즈키 토키,Kozuki_Toki
원피스,쿠이나,Kuina
원피스,키쿠노죠,kikunojo
원피스,타시기,tashigi
원피스,토라발가,vegapunk_lilith
원피스,페로나,Perona
원피스,푸시,vegapunk_pythagoras
원피스,히나,hina_(one_piece)
유녀전기,메어리 수,Mary_Sue
유녀전기,빅토리야 이바노프나 세레브랴코프,Viktoriya_Ivanovna_Serebryakov
유녀전기,타냐 데그레챠프,Tanya_von_Degurechaff
유희왕 시리즈,린,Rin(Yu_Gi_Oh)
유희왕 시리즈,미사카 안즈,Anzu_Mazaki
유희왕 시리즈,미즈키 코토리,Zuzu_Boyle
유희왕 시리즈,세레나,Serena(Yu_Gi_Oh)
유희왕 시리즈,이자요이 아키,Akiza_Izinski
유희왕 시리즈,쿠로사키 루리,Lulu_Obsidian
유희왕 시리즈,텐죠인 아스카,Alexis_Rhodes
은혼,사루토비 아야메,Sarutobi_Ayame
은혼,야큐 큐베,Yagyuu_Kyuubei
은혼,이마이 노부메,Imai_Nobume
은혼,츠쿠요,Tsukuyo
은혼,카구라,Kagura
은혼,쿄우카,Kouka
이누야샤,린,Rin(InuYasha)
이누야샤,산고,Sango(InuYasha)
이누야샤,셋쇼마루의 어머니,Sesshomaru's_mother(InuYasha)
이누야샤,카구라,Kagura(InuYasha)
이누야샤,칸나,Kanna(InuYasha)
이누야샤,키쿄우,Kikyo(InuYasha)
인피니트 스트라토스,라우라 보데비히,Laura_Bodewig
인피니트 스트라토스,샤를로트 뒤노아,Charlotte_Dunois
인피니트 스트라토스,세실리아 올코트,Cecilia_Alcott
인피니트 스트라토스,시노노노 타바네,Tabane_Shinonono
인피니트 스트라토스,시노노노 호우키,Houki_Shinonono
인피니트 스트라토스,시라시키 칸자시,Kanzashi_Sarashiki
인피니트 스트라토스,시라시키 타네나시,Tatenashi_Sarashiki
인피니트 스트라토스,야마다 마야,Maya_Yamada
인피니트 스트라토스,오리무라 마도카,Madoka_Orimura
인피니트 스트라토스,오리무라 치후유,Chifuyu_Orimura
인피니트 스트라토스,황 링인,Lingyin_Huang
일곱 개의 대죄,다이앤,Diane
일곱 개의 대죄,멀린,Merlin
일곱 개의 대죄,엘리자베스 리오네스,Elizabeth_Liones
일상,나가노하라 미오,naganohara_mio
일상,나카무라 마코토,nakamura_makoto_(nichijou)
일상,미나카미 마이,minakami_mai
일상,사사키 히로토,sasahara_kojiro
일상,사카모토,sakamoto_(nichijou)
일상,샤크슈크,shakushaku
일상,시노노메 나노,shinonome_nano
일상,아이오이 유우코,aioi_yuuko
일상,하카세,hakase_(nichijou)
장송의 프리렌,덴켄,denken_(sousou_no_frieren)
장송의 프리렌,라비네,lawine_(sousou_no_frieren)
장송의 프리렌,라위네,laufen_(sousou_no_frieren)
장송의 프리렌,리네르네,lernen_(sousou_no_frieren)
장송의 프리렌,리니에,linie_(sousou_no_frieren)
장송의 프리렌,리히터,richter_(sousou_no_frieren)
장송의 프리렌,메토데,methode_(sousou_no_frieren)
장송의 프리렌,슈타르크,stark_(sousou_no_frieren)
장송의 프리렌,아우라,aura_(sousou_no_frieren)
장송의 프리렌,아이젠,eisen_(sousou_no_frieren)
장송의 프리렌,에델,edel_(sousou_no_frieren)
장송의 프리렌,우반,ubel_(sousou_no_frieren)
장송의 프리렌,제리에,serie_(sousou_no_frieren)
장송의 프리렌,진제,sense_(sousou_no_frieren)
장송의 프리렌,쿤,kanne_(sousou_no_frieren)
장송의 프리렌,크라프트,kraft_(sousou_no_frieren)
장송의 프리렌,페른,fern_(sousou_no_frieren)
장송의 프리렌,프리렌,frieren
장송의 프리렌,플람메,flamme_(sousou_no_frieren)
장송의 프리렌,하이터,heiter_(sousou_no_frieren)
장송의 프리렌,후간크,macht_(sousou_no_frieren)
장송의 프리렌,히멜,himmel_(sousou_no_frieren)
전생했더니 슬라임이었던 건에 대하여,루미너스 발렌타인,Luminous_Valentine
전생했더니 슬라임이었던 건에 대하여,밀림 나바,Milim_Nava
전생했더니 슬라임이었던 건에 대하여,사카구치 히나타,Hinata_Sakaguchi
전생했더니 슬라임이었던 건에 대하여,슈나,Shuna
전생했더니 슬라임이었던 건에 대하여,시온,Shion
제로의 사역마,루이즈 드 라 발리에르,Louise_de_La_Vallière
제로의 사역마,시에스타,Siesta
제로의 사역마,카린느 드 라 발리에르,"Karin, Duchesse_de_La_Vallière"
제로의 사역마,카틀레아 드 라 폰티누,Cattleya_de_La_Fontaine
제로의 사역마,퀴르케,Kirche
제로의 사역마,타바사,Tabitha
제로의 사역마,티파니아,Tiffania
제로의 사역마,헨리에타,Henrietta
젠레스 존 제로,그레이스,grace_howard
젠레스 존 제로,니코,nekomata_(zenless_zone_zero)
젠레스 존 제로,니콜,nicole_demara
젠레스 존 제로,리카온,lycaon_(zenless_zone_zero)
젠레스 존 제로,리큐,lighter_(zenless_zone_zero)
젠레스 존 제로,미야비,miyabi_hoshimi
젠레스 존 제로,벤,ben_bigger
젠레스 존 제로,벨,belle_(zenless_zone_zero)
젠레스 존 제로,부르닐드,burnice_white
젠레스 존 제로,불비,bulbie_(zenless_zone_zero)
젠레스 존 제로,비비안,vivian_banshee
젠레스 존 제로,빌리,billy_kid
젠레스 존 제로,세스,seth_lowell
젠레스 존 제로,소오카쿠,soukaku_(zenless_zone_zero)
젠레스 존 제로,아냐,anby_demara_(soldier_0)
젠레스 존 제로,아스트라,astra_yao
젠레스 존 제로,앤비,anby_demara
젠레스 존 제로,앤톤,anton_ivanov_(zenless_zone_zero)
젠레스 존 제로,야나기,yanagi_(zenless_zone_zero)
젠레스 존 제로,에비,evelyn_chevalier
젠레스 존 제로,엘렌,ellen_joe
젠레스 존 제로,와이즈,wise_(zenless_zone_zero)
젠레스 존 제로,재인,jane_doe_(zenless_zone_zero)
젠레스 존 제로,주,zhu_yuan
젠레스 존 제로,창,qingyi_(zenless_zone_zero)
젠레스 존 제로,카에데하라,caesar_king
젠레스 존 제로,코랄리온,koleda_belobog
젠레스 존 제로,코린,corin_wickes
젠레스 존 제로,트리거,trigger_(zenless_zone_zero)
젠레스 존 제로,판,pan_yinhu
젠레스 존 제로,폰,von_lycaon
젠레스 존 제로,하루마사,harumasa_(zenless_zone_zero)
젠레스 존 제로,히사기,hugo_vlad
죠죠의 기묘한 모험,나란치아,narancia_ghirga
죠죠의 기묘한 모험,디오 브란도,dio_brando
죠죠의 기묘한 모험,리사 리사,Lisa_Lisa
죠죠의 기묘한 모험,머라이어,Mariah
죠죠의 기묘한 모험,미스타,guido_mista
죠죠의 기묘한 모험,브차라티,bruno_bucciarati
죠죠의 기묘한 모험,수지,Q_Suzie_Q
죠죠의 기묘한 모험,아바키오,leone_abbacchio
죠죠의 기묘한 모험,아브돌,muhammad_avdol
죠죠의 기묘한 모험,야스호 히로세,hirose_yasuho
죠죠의 기묘한 모험,야하르호 슐트라하인,diavolo_(jojo)
죠죠의 기묘한 모험,에리나 펜들턴,Erina_Pendleton
죠죠의 기묘한 모험,죠나단 죠스타,jonathan_joestar
죠죠의 기묘한 모험,죠르노 죠바나,giorno_giovanna
죠죠의 기묘한 모험,죠셉 죠스타,joseph_joestar
죠죠의 기묘한 모험,죠스케 (8부),higashikata_josuke_(jojolion)
죠죠의 기묘한 모험,죠일더우드,weather_report
죠죠의 기묘한 모험,죠지로 죠스타,george_joestar
죠죠의 기묘한 모험,주조 칸지,iggy_(jojo)
죠죠의 기묘한 모험,카쿄인 노리아키,kakyoin_noriaki
죠죠의 기묘한 모험,쿠죠 죠린,Jolyne_Cujoh
죠죠의 기묘한 모험,쿠죠 죠타로,kuujou_joutarou
죠죠의 기묘한 모험,트리시 우나,trish_una
죠죠의 기묘한 모험,판나코타 푸고,pannacotta_fugo
죠죠의 기묘한 모험,폴나레프,jean_pierre_polnareff
죠죠의 기묘한 모험,프 푸치,enrico_pucci
죠죠의 기묘한 모험,홀리 죠스타,Holly_Joestar
죠죠의 기묘한 모험,히가시카타 죠스케,higashikata_josuke
주술회전,게토 스구루,getou_suguru
주술회전,고죠 사토루,gojo_satoru
주술회전,나나미 켄토,nanami_kento
주술회전,나오비토,zenin_naobito
주술회전,니시미야 모모,nishimiya_momo
주술회전,다곤,dagon_(jujutsu_kaisen)
주술회전,마히토,mahito_(jujutsu_kaisen)
주술회전,메카마루,mechamaru
주술회전,미와 카스미,miwa_kasumi
주술회전,스쿠나,ryomen_sukuna
주술회전,야가 마사미치,yaga_masamichi
주술회전,우라우메,uraume_(jujutsu_kaisen)
주술회전,우츠미 요시노부,utsumi_yoshinobu
주술회전,이노 타카마,ino_takuma
주술회전,이누마키 토게,inumaki_toge
주술회전,이에이리 쇼코,ieiri_shoko
주술회전,이타도리 유지,itadori_yuuji
주술회전,제닌 마이,zenin_mai
주술회전,제닌 마키,zenin_maki
주술회전,죠고,jogo_(jujutsu_kaisen)
주술회전,쥬조,choso_(jujutsu_kaisen)
주술회전,최유준,kasumi_miwa
주술회전,카미오 마사미,kamo_noritoshi
주술회전,쿠기사키 노바라,kugisaki_nobara
주술회전,쿠로이 가에이,muta_kokichi
주술회전,쿠로이 마이,yuki_tsukumo
주술회전,토도 아오이,todou_aoi
주술회전,판다,panda_(jujutsu_kaisen)
주술회전,하나미,hanami_(jujutsu_kaisen)
주술회전,후시구로 메구미,fushiguro_megumi
주술회전,후시구로 츠미키,fushiguro_tsumiki
주술회전,후시구로 토지,fushiguro_touji
진격의 거인,가비 브라운,gabi_braun
진격의 거인,리바이,levi_(shingeki_no_kyojin)
진격의 거인,미사카 알반,Mikasa_Ackermann
진격의 거인,미카사 아커만,mikasa_ackerman
진격의 거인,사샤 브라우스,Sasha_Braus
진격의 거인,아르민 알레르토,armin_arlert
진격의 거인,애니 레온한트,Annie_Leonhart
진격의 거인,에렌 예거,eren_yeager
진격의 거인,에르빈 스미스,erwin_smith
진격의 거인,유미르,Ymi
진격의 거인,이미르,ymir_(shingeki_no_kyojin)
진격의 거인,장 키르슈타인,jean_kirstein
진격의 거인,진네스 슈프링거,sasha_blouse
진격의 거인,코니 스프링거,connie_springer
진격의 거인,크리스타 렌즈,krista_lenz
진격의 거인,팔코 그라이스,falco_grice
진격의 거인,페트라 랄,petra_rall
진격의 거인,프록,floch_forster
진격의 거인,피크 핑거,Pieck_Finger
진격의 거인,한지 조에,hange_zoe
진격의 거인,히스토리아 레이스,historia_reiss
진격의 거인,히치 도리스,hitch_dreyse
천원돌파 그렌라간,니아 텟페린,Nia_Teppelin
천원돌파 그렌라간,데리 아다이,Darry_Adai
천원돌파 그렌라간,레이트 호킨,Leyte_Jokin
천원돌파 그렌라간,요코 리트나,Yoko_Littner
천원돌파 그렌라간,키논 바치카,Kinon_Bachika
천원돌파 그렌라간,키얄 바치카,Kiyal_Bachika
천원돌파 그렌라간,키요 바치카,Kiyoh_Bachika
청의 엑소시스트,모리야마 시에미,Shiemi_Moriyama
청의 엑소시스트,유리 에긴,Yuri_Egin
청의 엑소시스트,이즈모 카마키,Izumo_Kamiki
청의 엑소시스트,키리가쿠레 슈라,Shura_Kirigakure
체인소맨,기로,ghoul_(chainsaw_man)
체인소맨,나유타,nayuta_(chainsaw_man)
체인소맨,덴지,denji_(chainsaw_man)
체인소맨,레제,reze_(chainsaw_man)
체인소맨,마키마,makima_(chainsaw_man)
체인소맨,바라타,barem_bridge
체인소맨,산타클로스,santa_claus_(chainsaw_man)
체인소맨,아라이 히로후미,arai_hirofumi
체인소맨,아사 미타카,mitaka_asa
체인소맨,아키 하야카와,hayakawa_aki
체인소맨,요루,yoru_(chainsaw_man)
체인소맨,유우코,fami_(chainsaw_man)
체인소맨,코베니 히가시야마,higashiyama_kobeni
체인소맨,코스모,cosmo_(chainsaw_man)
체인소맨,쿠사노,kusano_(chainsaw_man)
체인소맨,키가와 키스기,quanxi
체인소맨,키시베,kishibe_(chainsaw_man)
체인소맨,티볼리,tolka_(chainsaw_man)
체인소맨,파워,power_(chainsaw_man)
체인소맨,포치타,pochita
체인소맨,프린시,princi_(chainsaw_man)
체인소맨,후미코 미후네,fumiko_mifune
체인소맨,히메노,himeno_(chainsaw_man)
카구야 님은 고백받고 싶어,마키 모에하,maki_moeha
카구야 님은 고백받고 싶어,시노미야 카구야,shinomiya_kaguya
카구야 님은 고백받고 싶어,시로가네 미유키,shirogane_miyuki
카구야 님은 고백받고 싶어,시로가네 오노,shirogane_kei
카구야 님은 고백받고 싶어,이시가미 유우,ishigami_yuu
카구야 님은 고백받고 싶어,이이노 미코,iino_miko
카구야 님은 고백받고 싶어,츠바사,kashiwagi_tsubasa
카구야 님은 고백받고 싶어,쿄코 오노데라,kashiwagi_nagisa
카구야 님은 고백받고 싶어,키노 카렌,kino_karen
카구야 님은 고백받고 싶어,타니구치 츠바메,koyasu_tsubame
카구야 님은 고백받고 싶어,후지와라 치카,fujiwara_chika
카구야 님은 고백받고 싶어,히이라기 슈치인,hayasaka_ai
코노스바,다크니스,darkness_(konosuba)
코노스바,메구밍,megumin
코노스바,미츠루기 쿄야,mitsurugi_kyouya
코노스바,바닐라 토스,vanir_(konosuba)
코노스바,사토 카즈마,satou_kazuma
코노스바,세시리,cecily_(konosuba)
코노스바,아이리스,iris_(konosuba)
코노스바,아쿠아,aqua_(konosuba)
코노스바,위즈,wiz_(konosuba)
코노스바,윤윤,yunyun_(konosuba)
코노스바,코메코,komekko
코노스바,크리스,chris_(konosuba)
코드 기어스,나나리 비 브리타니아,Nunnally_vi_Britannia
코드 기어스,락샤타 챠우라,Rakshata_Chawla
코드 기어스,마리안느 비 브리타니아,Marianne_vi_Britannia
코드 기어스,밀리 애쉬포드,Milly_Ashford
코드 기어스,비렛타 누,Villetta_Nu
코드 기어스,유페미아 리 브리타니아,Euphemia_li_Britannia
코드 기어스,코넬리아 리 브리타니아,Cornelia_li_Britannia
코드 기어스,코우즈키 카렌,Kallen_Kōzuki
코바야시네 메이드래곤,이루루,Ilulu
코바야시네 메이드래곤,칸나 카무이,Kanna_Kamui
코바야시네 메이드래곤,케찰코아틀,Quetzalcoatl
코바야시네 메이드래곤,코바야시,Kobayashi
코바야시네 메이드래곤,토르,Tohru
킬 라 킬,마토이 류코,Ryūko_Matoi
킬 라 킬,만칸쇼쿠 마코,Mako_Mankanshoku
킬 라 킬,자쿠즈레 노논,Nonon_Jakuzure
킬 라 킬,키류인 라교,Ragyō_Kiryūin
킬 라 킬,키류인 사츠키,Satsuki_Kiryūin
킬 라 킬,하리메 누이,Nui_Harime
토라도라!,스미레 카노,kanou_sumire
토라도라!,아이사카 야스코,aisaka_yasuko
토라도라!,아이사카 타이가,aisaka_taiga
토라도라!,카와시마 아미,kawashima_ami
토라도라!,쿠시에다 미노리,kushieda_minori
토라도라!,키타무라 유사쿠,kitamura_yuusaku
토라도라!,타카스 류지,takasu_ryuuji
토라도라!,타카스 야스코,takasu_yasuko
트리니티 세븐,리제로테 샬록,Lieselotte_Sherlock
트리니티 세븐,아나스타샤=L,Anastasia-L
트리니티 세븐,아사미 리리스,Lilith_Asami
트리니티 세븐,아스틸,Astil_Manuscript
트리니티 세븐,야마나 미라,Mira_Yamana
트리니티 세븐,카스가,히지리_Hijiri_Kasuga
트리니티 세븐,카자마 레비,Levi_Kazama
트리니티 세븐,칸나즈키 아린,Arin_Kannazuki
트리니티 세븐,쿠라타 유이,Yui_Kurata
트리니티 세븐,후도 아키오,Akio_Fudo
팬티&스타킹,니삭스 데이먼,Kneesocks_Daemon
팬티&스타킹,스캔티 데이먼,Scanty_Daemon
팬티&스타킹,야나기 스타킹,Stocking_Anarchy
팬티&스타킹,야나기 팬티,Panty_Anarchy
페르소나 시리즈,나루카미 유우,narukami_yuu
페르소나 시리즈,니지마 마코토,niijima_makoto
페르소나 시리즈,니지마 사에,niijima_sae
페르소나 시리즈,도쥬마 나나코,doujima_nanako
페르소나 시리즈,도쥬마 료타로,doujima_ryotaro
페르소나 시리즈,마리,marie_(persona_4)
페르소나 시리즈,모르가나,morgana_(persona_5)
페르소나 시리즈,사카모토 류지,sakamoto_ryuji
페르소나 시리즈,사쿠라 소지로,sakura_sojiro
페르소나 시리즈,사쿠라 후타바,sakura_futaba
페르소나 시리즈,사토나카 치에,satonaka_chie
페르소나 시리즈,산다 아키히코,sanada_akihiko
페르소나 시리즈,아라가키 신지로,aragaki_shinjirou
페르소나 시리즈,아마기 유키코,amagi_yukiko
페르소나 시리즈,아마다 켄,amada_ken
페르소나 시리즈,아마미야 렌,amamiya_ren
페르소나 시리즈,아미다 후우카,yamagishi_fuuka
페르소나 시리즈,아이기스,aigis_(persona)
페르소나 시리즈,아케치 고로,akechi_goro
페르소나 시리즈,오쿠무라 하루,okumura_haru
페르소나 시리즈,요시자와 카스미,yoshizawa_kasumi
페르소나 시리즈,유우키 마코토,yuuki_makoto_(persona_3)
페르소나 시리즈,이오리 준페이,iori_junpei
페르소나 시리즈,카와카미 사다요,kawakami_sadayo
페르소나 시리즈,코로마루,koromaru
페르소나 시리즈,쿠마,kuma_(persona_4)
페르소나 시리즈,쿠지카와 리세,kujikawa_rise
페르소나 시리즈,키리죠 미츠루,kirijo_mitsuru
페르소나 시리즈,키타가와 유스케,kitagawa_yusuke
페르소나 시리즈,타카마키 안,takamaki_anne
페르소나 시리즈,타케미 타에,takemi_tae
페르소나 시리즈,타키바 유카리,takeba_yukari
페르소나 시리즈,탓츠미 카나미,tatsumi_kanji
페르소나 시리즈,토우도우 나오토,shirogane_naoto
페르소나 시리즈,하나무라 요스케,hanamura_yousuke
페르소나 시리즈,히루타 이치코,ohya_ichiko
페어리테일,가젤 레드폭스,gajeel_redfox
페어리테일,그레이 풀버스터,gray_fullbuster
페어리테일,나츠 드래그닐,natsu_dragneel
페어리테일,디마리아 이에스타,Dimaria_C._Yesta
페어리테일,락사스,laxus_dreyar
페어리테일,레비 맥거딘,Levy_McGarden
페어리테일,루시 하트필리아,Lucy_Heartfilia
페어리테일,리사나 스트라우스,Lisanna_strauss
페어리테일,메르디,Meredy
페어리테일,미네브라 올랜드,Minerva_Orland
페어리테일,미라젠 스트라우스,Mirajane_Strauss
페어리테일,밀리아나,Millianna
페어리테일,바르고,Virgo
페어리테일,브랜디쉬 뮤,Brandish_μ
페어리테일,비스카 무란,Biska_Mulan
페어리테일,비키슬로,bickslow
페어리테일,세이라,Seilah
페어리테일,소라노 아그리아,sorano_agria
페어리테일,아리에스,Aries
페어리테일,아이린 베르세리온,Irene_Belserion
페어리테일,에버그린,Evergreen
페어리테일,엘자 스칼렛,Erza_Scarlet
페어리테일,엘프만 스트라우스,elfman_strauss
페어리테일,울티아 밀코비치,Ultear_Milkovich
페어리테일,워든디아,wendy_marvell
페어리테일,유키노 아그리아,Yukino_Agria
페어리테일,제니 레이라이트,Jenny_Realight
페어리테일,쥬비아 록서,juvia_lockser
페어리테일,카구라 미카즈치,Kagura_Mikazuchi
페어리테일,카나 알베로나,Cana_Alberona
페어리테일,쿄우카,Kyoka
페어리테일,프리드 저스틴,freed_justine
페어리테일,플레어 코로나,Flare_Corona
프로젝트 세카이,모모이 아이리,momoi_airi
프로젝트 세카이,모치즈키 호나미,mochizuki_honami
프로젝트 세카이,시노노메 아키토,shinonome_akito
프로젝트 세카이,시노노메 에나,shinonome_ena
프로젝트 세카이,시라이시 안,shiraishi_an
프로젝트 세카이,아사히나 마후유,asahina_mafuyu
프로젝트 세카이,아오야기 토우야,aoyagi_touya
프로젝트 세카이,아즈사와 코하네,azusawa_kohane
프로젝트 세카이,아키야마 미즈키,akiyama_mizuki
프로젝트 세카이,오토리 에무,ootori_emu
프로젝트 세카이,카미시로 루이,kamishiro_rui
프로젝트 세카이,쿠사나기 네네,kusanagi_nene
프로젝트 세카이,키리시아 츠가루,yoisaki_kanade
프로젝트 세카이,키리타니 하루카,kiritani_haruka
프로젝트 세카이,텐마 사키,tenma_saki
프로젝트 세카이,텐마 츠카사,tenma_tsukasa
프로젝트 세카이,호시노 이치카,hoshino_ichika
프로젝트 세카이,히노모리 시즈쿠,hinomori_shizuku
프로젝트 세카이,히노모리 시호,hinomori_shiho
프린세스 커넥트!,나나카,nanaka_(princess_connect!)
프린세스 커넥트!,나츠메,natsume_(princess_connect!)
프린세스 커넥트!,니논,ninon_(princess_connect!)
프린세스 커넥트!,란파,ranfa_(princess_connect!)
프린세스 커넥트!,리마,rima_(princess_connect!)
프린세스 커넥트!,매그너,mahiru_(princess_connect!)
프린세스 커넥트!,모니카,monika_(princess_connect!)
프린세스 커넥트!,미사키,misaki_(princess_connect!)
프린세스 커넥트!,미사토,misato_(princess_connect!)
프린세스 커넥트!,미츠키,mitsuki_(princess_connect!)
프린세스 커넥트!,스모모,sumomo_(princess_connect!)
